Author,Location,Date,Comment,Stars
Chris,"Conroe, TX","Reviewed June 3, 2019",My experience has been really great. The support is very quick in answering all my question one time and the rates all their terms and at a great rate and their customer support and website are fantastic. What I really liked about my mortgage with Quicken Loans is you can do it online and their website is easy to use. It was very fast. Recommend to every one that I know.,5
Samantha,"Atlanta, GA","Reviewed June 3, 2019","When I went to the branch asking about my loan they helped me very quickly. They sat me down in a office, gave me food and drinks. We have a great discussion on how I can improve my situation. The loan was far more than I expected which I was very grateful for and I received my loan in my account within 24 hrs. I really enjoyed using them. They helped me greatly and I feel that they have great rates to make it affordable to pay back. They offered me a 45000 loan and I paid it back within 2 years and I have excellent credit with them. They are very trustworthy. They gave me a great loan and made me feel like I wasn’t just out here signing papers. I feel they have a great customer service base and they are very reliable. The process they offered were very reliable and good to me. Made me feel at home. No surprise fees. Everything was explained and made me feel great.",5
Neema,"Walnut, CA","Reviewed June 3, 2019","Quicken Loans was the first mortgage company I have used. I have never had an issue with them and they are always easy to reach when I have questions. It was very easy to apply online with Rocket Mortgage. The whole process being online makes it fast and easy. The biggest benefit is that it is an online process that is just as good as another local company. I like that they have made financial matters easy for people to understand. Even as a new homeowner I was able to understand the process through them. I like how straightforward the process is. I thought I would want to visit a brick and mortar place, but Quicken has made that unnecessary.",4
Steven,"Lake Elsinore, CA","Reviewed June 3, 2019","The process was detailed but they tried to make it as user friendly as possible. I had a relatively good experience considering the nature of mortgages which involve a lot of paperwork. They made the paperwork process efficient and explained everything that needed to be done. They made supplying documents easy through their online process. I liked the mostly online process because it allowed me to do things at my own pace without having to go into a branch every few days or hours. The process was well explained and I had a representative that I could contact for questions. But I would have liked to have had a more realistic time frame on the closing process, although I know it can be difficult to estimate.",5
Jen,"Mount Pleasant, TX","Reviewed June 3, 2019",First they estimate my mortgage and we make comparison online with other residential mortgage lenders. Then if you qualified they give you specific loan requirements at the time of application and results may vary. They have no state restrictions. The taxes and insurance wasn't included. The exact interest will depend on the date you lock your rate.,5
Rob,"Jacksonville, FL","Reviewed June 3, 2019","Great company. Very friendly, very knowledgeable, know their stuff and customers. The process was fast, quick, simple.He just got my info, asked me questions and about my credit history, checked it out online and validate some stuff and then we worked on a long term mortgage.. very easy and a painless. But I found a company with a better deal and lower interest rate. I asked them if they would match offer and they said they couldn't, ""sorry we can't do that sir."" So I went with a different company... It's all about saving money money.",3
Angie,"Booneville, MS","Reviewed June 3, 2019",It is just a stressful time buying a new house but Quicken did everything they could on their part to make it seamless. The rate quote was easy and quick. Helpful and friendly guy helped me during the initial stages and amount of paperwork to fill out was reasonable. All the information was given to me up front so there were no surprises on the cost or rate when we officially closed. ,5
John,"Fort Lauderdale, FL","Reviewed June 3, 2019",Quicken Loans has a great service. At the process of mortgage I like the starting process. The form were easy to solve. The process of mortgage was very easy and clear to me. I like the rates of Quicken Loans. Additionally I like the customer service of the firm. They helped me much. Their rates are affordable. Overall good experience with them. But the time period of the mortgage process were pretty long. I think it should be shorter. And I hope that they will decrease their rates.,5
Elizabeth,"West Union, OH","Reviewed June 3, 2019",It was positive a very reliable company. They have great rates and they treat you the way you want. Make you feel comfortable. They are very welcoming and they treat their people like family. I will definitely use them again. When you call with a problem they are very quick to help you fix it and they are very polite with you about it. Their workers are the best I have encountered. They are very well mannered. You going or online and put in your application. They process all your info and give you an estimated time it will take to get back to you. They ask your preferred method of contact and they contact you when the application has been accepted or rejected.,5
Shea,"Cornelius, NC","Reviewed June 3, 2019",My experience has been very good. I am very satisfied with them. They are very respectful and honest and I am glad that I chose them as my mortgage person. I've liked doing business with them. The process was quick and easy.,4
Jason,"Birmingham, AL","Reviewed June 3, 2019","I used Rocket mortgage from Quicken Loans. I did everything online with their website. Fast and their website has an extremely easy user interface. No one to talk to. Low-interest rates and everything can be handled online. I used them to refinance and received almost $20,000 instantly. I have told several friends and they all have switched and saved money.",5
Melody,"Bunnlevel, NC","Reviewed June 3, 2019",Easy to pay. Good online presence. Online servicing goes well. They have a good rate. I like that they let me refinance and it was easy. It was easy to get someone on the phone. We were able to drop our rate easily. They made it easy. Came to us with all the paperwork. The sales people are my biggest complaint. We just refinanced and they call all the time trying to get us to refinance. And they are pushy. Just stop it. Their sales people harass me at least once a month and I ** hate that.,4
Chris,"Hackettstown, NJ","Reviewed June 3, 2019","It's just like any other company really. You can do a few preliminary steps, but eventually you just decide your plan and apply. From there Quicken takes care of most of it for you and guides you easily through. It has been rather simple and straightforward. No issues were had making payments or contacting the company. I havent been too worried either which is always a plus. It has always been high quality and exceeded my expectations. I've rarely or never had complaints about them and any issues are always resolved way faster than I would have thought.",5
Josiah,"Hilton, NY","Reviewed June 3, 2019","It has been a joy to do business with such a good company like Quicken Loans. I like the style and design along with their customer service. I love the way they go about their business model and format. It is excellent with its company and its priorities. Thank you for all you have done in my mortgage. Without them, I wouldn't be able to have my house right now.",3
Kim,"Minneapolis, MN","Reviewed June 3, 2019","Quicken Loans was easy to use. Filling out applications is always a tiresome process. It would be a tiresome process with any company, Quicken Loans is no different than any other mortgage company. But I was approved quickly. I would absolutely recommend them to anyone. They are good. I like using them.",4
Rusty,"Kane, PA","Reviewed June 3, 2019",They were always accurate and easy to work with. If I had a question I could call and talk to anybody and they could answer it. They were always friendly and knowledgeable. I didn't have any issues with them. My loan was handled professionally and quickly. All questions were answered in a timely fashion by friendly workers. They used terminology I could understand. I would recommend this company to anyone who is interested in loans. My bank took care of all paperwork. I liked that it was done efficiently. The employees at Quicken always were very responsive for requests.,5
Adrian,"Hyattsville, MD","Reviewed June 3, 2019",Quicken Loans provided me with a complete home buying experience as it provided everything I felt like I needed to be approved for my home purchase. I received all of the help that I needed to establish terms and conditions for my home buying experience and I felt like I was treated with respect. I liked that Quicken Loans provided more information about the process from beginning to end. They were able to help me decide which options were appropriate for my financial situation and other services which would ultimately apply to my contract or mortgage terms. Quicken Loans will help everyone directly through the home buying process without any hassle.,3
Justin,"Houston, TX","Reviewed June 3, 2019",It was a challenge but well worth it. It seemed okay to start with bit after time. The thing that I did like about the loan agency is that is was quick and easy to fill out all aspects of the application. It took no time to have me approved which I guess is the standard so they can get your processes going. It is very easy to obtain the agreements with the company. But the hard part is fulfilling these agreements due to the price semantic on the return of the property. A problem arose with price inflation at every turn. The places are designed to keep you in a long term debt while paying the most for interest and fees. Also it is very expensive and does take the time to explain why it is so expensive. But it will cause you to question your description of what home loan means.,3
Kimmi,"Riverdale, GA","Reviewed June 3, 2019","In the beginning the experience was really good. I was a bit nervous that things wasn’t going to go thru. So with a little bit of research and hard work I finally got linked with Quicken Loans and things went by fast and approval was on time. You find your home and contact who you like to go through with your loan then have them take a look at your home. Then you send them the offer for the house and they will let you know if they are gonna accept and buy the home for you. I liked how the employees really cared about me. They helped things go fast and smoothly. It took about two weeks to get approved, but once approved was able to move into new home after inspection process. They didn’t take me through anything that I didn’t need to go through. I wasn’t forced into anything. I was gave a fair pay back price. Luckily everything worked out in everyone’s favor and I’m happy of that. I didn’t want to keep doing applications over and over.",4
Sr,"Kennesaw, GA","Reviewed June 2, 2019","The experience was useful and convincing and very easy to use with good and affordable rates and very easy to understand the policy. Very easy to get mortgage or loan online and being able get approved within minutes and breeze through the application process with ease without any issues. Good customer service and lots of different payment options, as well.",5
Joe,"Washington, DC","Reviewed June 2, 2019","When I applied for a mortgage with this reputable company, they got back to me in a timely manner. They have just been great every step along the way and are always available to speak to me if I have questions or issues. I was approved in no time and without any issues. I like how easy it was to apply and get approved. The process was not hard at all. I was able to get the mortgage I was looking for when I was buying my first house and I was able to get the house that I was looking to purchase.",4
Zacchaeus,"Virginia Beach, VA","Reviewed June 2, 2019","They provide quality policies and reasonable price ranges. I'm so glad that I came across this company because it's very convenient. Now that I have been using Quicken Loans I don't have any of those problems I had once before. The experience was amazing. I love the fact that they are offering such quality servicing. I can't begin to tell you how much this means to be involved with a company so structured. I really enjoy all the services they provide. It's been quite a while since I have been applying but I do remember filling out paperwork. Speaking with an agent, having long and extensive conversation about my financial situation and history amongst other things. I'm an completely satisfied with the efforts this company here displays day in day out. I appreciate all of the support and labor the faculty and staff shows. They are great and wholeheartedly appreciated.",4
Kerrie,"Gardendale, AL","Reviewed June 2, 2019","Dependable, quality, good source of contacts, reasonable fees that were straightforward to understand, website easy to use. Application process was user friendly. The qualification and or approval was speedy, faster than expected and was able to be approved for full amount requested. Closing was okay too, did not experience any issues there either. Overall, very useful and satisfactory. Seamless experience, did not encounter any major issues at all. Friendly staff, answered questions and answered them straightforward to where I could understand.",5
Drew,"Chesapeake, VA","Reviewed June 2, 2019",I really think this place works the best to provide all that I need in the end of everything that I need to use for myself. I really like all things that they provided for me to use. They do so much to make me happy and to provide all that I need to use to be a happy boy. There is no reason to not like all that they are giving me to use. Getting the loan was really smooth throughout the entire process. I really like how easy they made everything for me to do and that I could take my time and do what I needed to do in order to get what I wanted.,5
Greg,"Elkridge, MD","Reviewed June 2, 2019",Great experience. Used them for initiation & refinance. Came to our house on our schedule both times. Paid no closing costs. Sat in our home. Took us through whole initial loan to buy our house. Sold that loan at year two but came back again to refinance loan when interest rates bottomed out without closing costs. They resold loan to our current Bank of America. We will gladly choose Quicken Loans again without hesitation for all our mortgage future financing.,5
Dave,"Alachua, FL","Reviewed June 2, 2019","Quicken Loans has the best customer service ever that I could ask for in loans for homes, my experience was advised by a family member so I did not hesitate to take that opportunity. Now am so satisfied. I liked how Quicken Loans deals with their customers, as from first day I was interested and contacted Quicken Loans they were professional and experienced in helping and delivering my needs. I would advise anyone interested in getting mortgage for house loans to go directly to Quicken Loans as they have the most advantage process and easiest one.",5
Nesha,"Shreveport, LA","Reviewed June 2, 2019",I felt that my Quicken Loans experience was a learning experience. The only reason that I dealt with them because a family member had some pretty good things to say about them. I feel that as a company they had pretty good loan options and the interest rates weren't that high and I also felt the employees were very experienced and knew exactly what they were talking about. My experience has been pretty great. They had a pretty good interest rate compared to other mortgage companies. I also liked that their employees were very nice and upfront about everything I asked about. I felt that they weren't biased against me and answered every questioned I asked and they delivered.,5
Vicky,"Sierra Vista, AZ","Reviewed June 2, 2019","The initial process was a bit tedious because I had to do a lot of research. I did appreciate the representatives being helpful and letting me know what was needed to ensure a smooth process. It was a self-explanatory process. They made me feel confident that I was getting the best loan for my needs. I also received plenty of communication during the process. I was approved for an amount that would cover the house I wanted. The interest rate was very satisfactory. It was a somewhat quick process and it made my home buying experience much easier. I do wish the interest rate had been a bit lower considering I have stable employment, good credit and good payment history.",5
Aaron,"Paintsville, KY","Reviewed June 2, 2019",The first thing I did was visit the website and review the information available to determine if it was a good choice for a loan. After confirming that it was I called up the company and gave them the pertinent details and asked what they could do. I proceeded to discuss the loan with an agent assigned to me over the next couple days and was eventually approved a loan to buy my first house. ,5
Rosey,"Tifton, GA","Reviewed June 2, 2019",I called them and told them how much I needed. And they helped me get the money I needed to pay for my mortgage. It was fast and easy to do business with them. They are very friendly people that like to help you the best they can. They have great customer satisfaction at Quicken Loans. Everything was great and worked out perfectly for me here at Quicken Loans. I would highly recommend them to friends and family. And would do business again with them.,5
Antoine,"Decatur, GA","Reviewed June 2, 2019","Quicken Loans has always delivered on their promises and terms and gave me the upmost respect in terms of customer satisfaction. They have always presented me with all the tools I need to a successful home owner. I liked the fact that Quicken Loans gave me tools to express my concerns about home ownership, and they never dropped the ball in giving me the leeway to give them everything I have to complete my process. They deliver on all of their terms, but they were slow in delivering. Like different quotes I requested were slow in returning my calls on. Anyone considering using Quicken Loans should consider the speed at which they want their process to be. Quicken Loans is a good company in my opinion but they were just slow in getting back with me on some of our terms such as loans, quotes, etc.",4
Adam,"Bellflower, CA","Reviewed June 2, 2019","They have acted in a very professional and courteous manner with regards to my mortgage experience. The entire process was simple and easy to understand. I felt that the experience was pleasant and seamless. The loan process can seem daunting, however they made it simple and easy to navigate. I would recommend them highly to friends and family. I liked that the agents were easy to get ahold of and that they were always available to help and answer any questions along the way. There was nothing that I disliked.",5
John,"Mission Viejo, CA","Reviewed June 2, 2019","I got a good rate there and was with them for three years but then switched to a better rate with another company when I refinanced my mortgage a couple of years ago. But while I was with Quicken Loans I had no problems. Refinancing my mortgage was very easy. I did almost everything online and had a decision in a few days. I liked that I could do almost everything online and I could go at my own pace with filling everything out. Also, what I liked most about Quicken Loans was the interest rate that I got with them at the time and the payment is easy. It is just auto pay out of my account every month.",4
Patricia,"Anniston, AL","Reviewed June 2, 2019",My experience with Quicken Loans was great. The staff was extremely easy to work with and answered all our questions. The loan process (applying and getting approved) was super quick and super simple. We applied online for our loan and received the approval very quickly. Once the approval came through we were able to get all necessary documents ready for the purchase. We were able to get approved and get the mortgage much sooner than anticipated. I have not been part of a simpler process before. Everyone was very knowledgeable and quick to provide assistance whenever needed. Very few documents were needed and the company helped us in every step of the process. There was nothing that I disliked in any way shape or form about the loan process through Quicken.,5
Ken,"Aliso Viejo, CA","Reviewed June 2, 2019","I once refinanced with Quicken Loans and it was a very smooth refinance, therefore it was a good experience overall and I don't have any complaints or issues with their loan processing. I applied for the loan online and although I talked to an agent from time to time, most of the loan processing was done online and through email.",5
William,"Shepherdstown, WV","Reviewed June 2, 2019","I really liked how Quicken Loans, a company that helped me and some other people that I know, with the mortgages, is very very quick at getting to me and my friends who were also using Quicken Loans. They live up to their name, being very quick. I highly recommend you to do your loans with this company. The people there were extremely nice, and understood how me and their customers felt. I liked how the people helping me with my loans. Quicken Loans was so amazing!!!! They told the truth to me 100 percent of the time I was there. There was a miscommunication with the amount of loans that I owed, but I got refunded that money back.",5
Sal,"Portland, OR","Reviewed June 2, 2019","I would describe the process of getting a mortgage or refinancing your loan with Quicken Loans as an overall positive experience that left me confident in Quicken Loans more than I had been in the past. I liked when the process finalized, as I overall usually dread dealing with it. I appreciated about Quicken Loans in particular - the aspects such as their convenience, their consistent updates, their ability to provide customer service and immediate feedback at most hours, and their ability to import documents in many different formats and styles.",5
Fred,"Haledon, NJ","Reviewed June 2, 2019","We do not really like to carry a loan on the property and the process is time-consuming and lengthy to set up a loan. May take some time and effort to accomplish. All in all, there is a lot of paperwork involve. An individual should be prepared for a large amount of paperwork and investigation into credit histories and property details. But easy to do business with and has a good website and app. Good service, low loan rates. We had the ability to monitor the loan online and never fell behind in payments.",5
Taylor,"Lancaster, CA","Reviewed June 1, 2019",I had a really good experience with them. The process of receiving a home mortgage loan was quick and easy. I like how I was able to get a low interest rate. I also like how helpful their employees are in making the process quick and easy. I was able to apply online and do everything virtually. I was able to communicate through email and phone and the whole process was done virtually. I don't like that they have certain limits on how much they can lend you. I would have preferred if I could have gotten my entire mortgage loan from them.,5
Michael,"Denver, CO","Reviewed June 1, 2019","I applied for a loan with my mobile phone after seeing an advertisement on the television. I was approved pretty quickly and within a few weeks I was closing on my house. It was a pretty seamless experience. There are several things that I liked about my experience with Quicken Loans. Their online portal was so easy to use and most of it was done with my mobile device. There was nothing that I disliked about my experience with Quicken Loans. If anything, I would say that their fees were higher than average. But that is to be expected I suppose. They were a great company to work with. They had excellent customer service and they were available every step of the way during the mortgage process. I would absolutely use them again for my next mortgage.",4
Elyse,"Somerville, MA","Reviewed June 1, 2019","My experience has been exceptional. It was a quick approval and I got the amount I wanted for my home. I love them and would use them, again. I would also recommend them based on excellent rates. I found the application process a very easy one to work with. I was able to secure a rate that was helpful for me and I was able to buy a large home of my dreams. Sometimes I would much rather prefer to work with a loan officer in person, but, I was able to get the help that I need to buy what I wanted. I was able to secure a line with some documentation, on the site. It took only a matter of minutes to get a predetermined amount and then when I uploaded the documents I went beyond the preapproval to get a large rating than what I had anticipated.",5
Gary,"Lumberton, TX","Reviewed June 1, 2019","However, there is some things I disliked like the paperwork was not great at looking and getting to know everything about it and it could be more narrowed down and simplified for people. But they are great and a good selection as I needed their services and they are a great company and would recommend them anytime and like to come back to get the ** I need.",5
Michael,"Greenville, OH","Reviewed June 1, 2019","It has been a great experience, it has been so easy to use and I absolutely love it very very much. It is a great tool for loans and the like. It has been easy to sign up and find out if you qualify and it is quick and user friendly. It could be easier to use than it is now even though it is very user friendly. It can be hard to get into first, but once you're used to it it's very very very good. I tell everyone to use it if they can, it is the best tool for loans.",4
Sean,"Springfield, LA","Reviewed June 1, 2019","It has been good. They have good communication. Overall, I never felt like I was confused during the process. I never felt like they tried to deceive me. Everything felt convenient. During the entire process they made sure to stay in contact with me to make sure I understand everything as I move forward. I think the entire process overall is very easy and convenient to do. They're very helpful and communicate well. Only issue I'd say is they're inconsistent on how each representative is knowledgeable. I had to personally change mine. I thought that the first representative I talked to wasn't quite as knowledgeable as I thought they would be. I actually had to change that aspect through the process and ended up talking to a second person to help.",4
Erik,"San Jose, CA","Reviewed June 1, 2019","Surprising, at first customer service was a bit behind the times but in the last year they have improved and the overall company has gotten much better. Better service, low APR and easy payment options. Overall Quicken has surprised me at the level of individual service that I have received. Minimal paperwork, decent digital format, well educated customer service representatives and easy application process. Overall application process was long but secure.",3
Andy,"Solvang, CA","Reviewed June 1, 2019","It has been very professional. They are easy to work with, and they give good rates. I liked how easy it was to get started online. I liked how helpful the materials online were to get me to figure out each next step that I had to do from application to completion. I liked how streamlined the process was, from application to approval to setting up the repayment plan. They have a fairly sophisticated system which made it all go off without a hitch. The repayment plan has also been relatively stress-free. But you do not have the kind of personal relationship that you would have at your local bank with a dedicated agent, but that is not too much of a drawback.",4
Ray,"Elk Grove Village, IL","Reviewed June 1, 2019","It was surprisingly easy to apply with Quicken Loans. I applied online and got a call within hours. But when I spoke on the phone, he gave me lots of paperwork to fill out and it was slightly stressful but I was able to get approved. I was easily approved and was contacted by the representative nearly minutes after completing the application. It was an easy process online, but not easy while filling out manual paperwork. I would like to have in phone guidance with the representatives on the phone. The paperwork took me hours to complete and needed advice to fill it out. Also, it feels like they are pushy and hard to negotiate with a lower interest rate.",3
Molly,"Skowhegan, ME","Reviewed June 1, 2019","Streamlined and easy to understand process. Top advertised company. A lot of commercials over the years on TV and online and radio. Large presence. Trusted and backed by time. Good mobile apps. Easy to contact and quickly available staff, in a customer-facing company, with many years experience. Friendly staff when interaction was needed. My Home Loan Expert changed my life. Asked some questions about my mortgage goals. They'll work to set realistic expectations up front and make sure I clearly understood the steps of the process.",5
Todd,"Louisburg, NC","Reviewed June 1, 2019",I feel that experience was a pretty decent one. First I had to contact the representative then I had to apply for the loan and they checked my credit history which took quite a bit of time but I was not displeased when I got the loan. I feel that if you were willing to wait you would be fine. I got my loan and was approved with some really good speed and I was able to afford the loan and pay it back relativity easily. I feel that they have a lot going for them. I like the amount of effort they put into everything in order to run this business. It's really easy. It makes me feel that my time as a consumer isn't wasted. But I had to wait quite a bit in order to get the loan and be approved the first time I applied for one.,5
Albert,"Levelland, TX","Reviewed June 1, 2019",Decent and kinda worth it. Liked the list of things they shown that shown what good options were there to check and to select what was the better choice to work with and might check out again if there was another option to. Been ok but could've been better doing with a company that is talked about a lot for something that they were really good at doing and giving information about.,3
Jimi,"Bastrop, LA","Reviewed June 1, 2019","Quicken Loans is an amazing company, they completed the mortgage process (a VA loan) faster than I have ever had a loan approved and completed and their service after the mortgage was done has been phenomenal, just perfect. I liked everything about the process, I dealt with one person throughout the process and, at closing, I was told that with Quicken there were about 150 pages instead of the usual 250 or more - very clean, neat, easy process.",5
Allen,"Owensboro, KY","Reviewed June 1, 2019",It's been good. I'm still with them and I'm happy about it. They have great customer service and I wouldn't leave them. I been with them going on 9 years now. I would recommend this company to people. The process was fairly decent to me. Not much of a complaint and I wasn't really in a rush to breeze through. People I talked to seemed believable and transparent and that's something I like a lot.,5
Jason,"Jefferson, SC","Reviewed June 1, 2019","My experience, on the whole, has been great. Their application process is fully online which is very convenient. They do a great job of keeping you up to date during the whole process & just give the impression of a modern & innovative company. I love that it doesn't force you to deal with people unless totally necessary. If you don't have good credit that's probably a bad thing but for me it made the whole experience very convenient & fast. I liked how automated most of it was, how fast the process was & that I could do it all online. They staff when I've had to deal with them were friendly & seemed very knowledgeable. If you're the type of person that likes to deal with people then Quicken Loans is probably not for you. If you don't have good credit then you should probably look elsewhere. They seem to make decisions based on hard numbers & little else.",5
Alexa,"Plymouth, WI","Reviewed June 1, 2019","I had a good experience with Quicken Loans. From the start they made the lending experience easy and intuitive, and their customer service is amazing! Quicken Loans is very helpful and customer-focused. They really bend over backwards to make every customer's experience easy and pain free. Their customer service representatives are also very friendly and helpful! I like their website. It makes it easy for me to find information and answers to any questions I have about the process or their products. Every part of this experience has been easy and customized to my needs. If you are considering using Quicken Loans, don't hesitate!",5
Taylor,"Revere, MA","Reviewed June 1, 2019","First of all the agent the we contacted him via phone. Explained our financial base and what we want for a home price. He was very great. He helped. Gave us a competitive rate to buy. We signed all the papers and paid upfront 10% of the house price and it was all great and super easy. Best process I was been through taking a loan ever! Fast and quick response about eveything, good customer service, great paying option and a convenient while using their service a lot. They are amazing. Just wonderful!!! Called me in 1 day after applying and reviewing my account. They were super super helpful with everything and I suggest doing it online to save up time from talking over the phone or in person. But they were pretty asking a lot of question about my financial history which in time become kind of annoying but it's not a big deal at all.",5
Robert,"Bristol, CT","Reviewed June 1, 2019","My experience with Quicken Loans has been positive and known them to be fair about the loans I receive from them. I obtained my mortgage through Quicken Loans. I love the design from the website, how easy it is to find a loan, and how easy it was to obtain a loan. These factors were what made me decide to go through Quicken Loans. I liked how they asked me about my demographics. I didn't like how I was sent through the ringer with all of these ads. I felt the ads were a distraction and made slightly aggravated. But I didn't like how many loan providers do not sign up for Quicken Loans. This makes me feel frustrated when looking for a lower price loan or mortgage. I felt the companies did not want to look at my credit history and simply based their decision on my demographics.",5
Edward,"Montgomery, AL","Reviewed June 1, 2019","It has been pretty good to me and my home for the time I have had it. I have not had any problems so far. The price is also pretty good, at in my opinion and the service is top-tier. The service is really good, probably the best company I have worked at this point. To put it shortly it's pretty quick and simple so I can't complain. They definitely have the best customer service out of most home mortgage companies.",5
Zelda,"Las Vegas, NV","Reviewed June 1, 2019","I started the process of getting the loan. In the middle of it, I got sick and of course, I couldn't call back. When I got better, they closed the process, and I got left hanging. The people there were very nice except for the one that told me the file was closed. He refused to do anything and was rude. As a way afterthought I should have called back and talked to someone else.",2
Michael,"Bronx, NY","Reviewed May 31, 2019","They were very trusted and reliable, value their customers, easy to do business with cause they have a good website and app. They charge very reasonably, don't put a lot of pressure, employees are well behaved, don't have to wait to long for granting a loan. They didn't charge a high fee to start business with them. It was easy to recycle and getting a cash advance very convincing. The additional fee was not too much. Didn't have to wait to long for the response makes Quicken Loans very effective.",4
Michelle,"Dawson, MN","Reviewed May 31, 2019","I could answer all the questions online from home. It was an easy process that took some of the stress of getting a mortgage. I could do this online from home, eliminating the anxiety of going to a bank. It was very convenient. A bit impersonal but that is one of the main reasons I like it. The website has you answer questions about income and assets and gives choices as to where you can get a loan, with choices of terms like APR and length of loan. I had choices to choose from so that I could find what was right for me.",4
Jancie,"Smithville, MI","Reviewed May 31, 2019","When using Quicken Loans, the first thing I noticed was that their website was extremely informative and had everything I needed to learn and get in touch an agent when ready. They were very kind. I did not feel intimidated by their process. Their process is very first time home buyer friendly. My experience with Quicken Loans has been a very personal experience and one I will never forget. They were my first stop on my way to obtaining a mortgage. I got a quote from them when I first started shopping for mortgages. They were very professional and courteous, and walked me through the whole experience.",4
Mary,"Boerne, TX","Reviewed May 31, 2019","It was fast and easy, good service, plenty of help from them, everything worked out and was well done. My loan was quickly taken care and had no problems. Because of this it helps decrease my need for loans and have hardly any debts. Replies for this have been constant and the customer service has been great. Would recommend this to be to help with loans. But my payment was increased about a month after. Didn't not like this because they forced me to do online banking. I applied to Quicken Loan with not very high an expectation in the first place. Did take a while to get contacted. Was then applying to put all my information down. Took a while to have a letter sent in the mailbox.",3
Marie,"Tampa, FL","Reviewed May 31, 2019","Quicken's a amazing company - fast, very easy, super simple and straightforward process. Doesn't take long at all to get approved. It's easy to sign up and get approved. Just have to upload certain documents and if you need support they are always available to give support and help whether it be by the support email by phone or by live chat. They're very professional, super friendly and very nice to do business with. They're fun to work with. I have had a easy time dealing with their company by phone, website or email or mobile app.",5
Nikki,"Compton, IL","Reviewed May 31, 2019","It was a learning experience. I liked that there was a lot of information as we had no previous experience dealing with mortgages or mortgage companies. We were able to make a more informed decision to not use Quicken Loans but rather a local mortgage company. We disliked not having someone local that we could call and ask questions. It was all online, something that we did not fully trust.",3
Kelly,"Indianapolis, IN","Reviewed May 31, 2019",My experience with Quicken Loans has been honestly not too bad. Sometimes I get the quick loans that I'm needing and sometimes I don't. It's really all a gamble but I give them good ratings. I have liked the way that Quicken Loans has been really fast about getting me the loans that I honestly need and think no other about it. They have honestly sat and listened to why I needed that exact loan and they have in fact never looked against it and honestly helped me during the hard times I really had struggles. ,5
Daniel,"Adelanto, CA","Reviewed May 31, 2019","The process of getting the loan was grueling. I hated every moment of it. I had never signed my name so many times that for a while I didn't wanna see it anymore and the wait, 3 months before I moved into my home so not a good one.",3
Areli,"Bakersfield, CA","Reviewed May 31, 2019",My experience with them was very comforting since they did all they could to approve me since my credit is not the greatest. I believe they are a great company for many reasons since they have the lowest rates and amiable customer service. They by far have exceeded my expectations. Courtesy and precision they are above all other companies I have dealt with.,3
James,"Dyersburg, TN","Reviewed May 31, 2019","The process took a little time, we needed to have all the proper paperwork and time to get everything process, after we everything got process and approved, we felt great and were better off financially. We liked their customer service and how closely they worked with us. You felt more like a customer instead of just an account number. One of the thing I liked was their work ethic, they treated very nicely and was able to answer any questions we might have about the loan. But disliked the time to get a loan and the amount of paperwork to fill out, other than that we were very pleased with our interaction with Quicken Loans. Quicken Loans has been a great company to do business with over the years. They have great rates which are very reasonable, excellent customer service and would recommend them to anyone.",5
Leah,"Adrian, MI","Reviewed May 31, 2019","The entire experience has been very positive. The application process was done quickly online and I was pre-approved within only a few minutes. Then after submitting the required documents, I was given the rate requested and approved for the mortgage. The application process was very easy. The things that I have liked have been the excellent customer service and fast process throughout the process. They are always available to answer questions when needed. Submitting necessary paperwork is easy and fast without much confusion. The only part of the process that I didn't like was having to submit so much personal information online due to data safety. I am always cautious of giving out my personal information for fear of breach and identity theft.",4
Jesse,"Atlanta, GA","Reviewed May 31, 2019",They had a nice website and walkthrough. I was not afraid of starting the loans because it was explained in a good amount. There were just some questionable things I did not question as I should have. I disliked the interest rates and the locations. Quicken Loans seemed a bit unprofessional. The interest rates seemed to keep going up no matter how much I paid. But Quicken Loans did a good job contacting me and not contacting me too much. Some other loans would contact over and over again like some loan shark back in the day. I am no longer with Quicken Loans because the interest rates were crazy. They did work well with making sure I knew when to pay. I am now with Bank of America with my loans.,3
Chad,"Las Vegas, NV","Reviewed May 31, 2019","It has been great. Low rates, excellent customer service! I was able to get all of the Money needed to buy my awesome Mobile Home here at Whispering Palms Mobile Home Park in Las Vegas, Nevada! I absolutely loved their customer service. They were extremely helpful and made sure that I would received the lowest rates possible which I loved. The website was easy to use, application was easy to complete as well as dealing with the authorized agent who is very professional and courteous. They exceeded my expectations with everything I needed, especially the quick loan approval process.",5
Sierra,"Charlotte, NC","Reviewed May 31, 2019","My experience with this brand has been great so far. Their company is very reputable and I do appreciate the tremendous help that they have given me thus far. I was able to easily find the information I needed in regards to home mortgage loans. I did like how in depth they were about the process. I am a first time home buyer, so I needed all the help and guidance that I could get. I am very grateful for their help because I must admit, I was a little lost and confused about the whole process at first. It was a quick and fairly easy process overall. They did a great job.",5
Jay,"Tyler, TX","Reviewed May 31, 2019",I like how easy the experience is with the company. It's excellent. It has great benefits. I want to commend the company for great use. I also want to commend the website for exceptional use and the style and design of the site itself. Also the software is free. Very stylish and handy. I love using Quicken Loans and I recommend anybody to use the software if they want the best experience. I go out my way for a company like this.,5
